TEXT,start,end,sentiment,confidence
"In January of 1968, the North Vietnamese army launched a surprise attack against the Americans.",162,10187,NEGATIVE,0.561637104
This was the Tet Offensive.,10612,12362,NEUTRAL,0.52027458
Tet is the celebration of the lunar new year.,13012,16717,POSITIVE,0.833762944
And there was a tradition in Vietnam that had gone on for decades that there was never any fighting on Tet.,16915,23982,NEUTRAL,0.615625441
"And yet, in 1968, the North Vietnamese generals decided to break with tradition with the hope that they could surprise the Americans, overwhelm them with force and bring a swift end to the Vietnam War.",24147,36950,NEUTRAL,0.539918303
"They attacked over 125 targets across the country with over 85,000 troops.",38062,47012,NEGATIVE,0.823375881
"Now, here's the amazing thing.",47362,49925,POSITIVE,0.913805544
"The United States actually repelled every single attack, every single one.",50287,56032,NEUTRAL,0.579960942
"And at the end of most of the major fighting, which was after about a week, the United States had lost fewer than a thousand troops.",56185,63747,NEUTRAL,0.637481034
The North Vietnamese lost 350 of the 850 troops.,63942,69287,NEGATIVE,0.687293768
"And if we look at the Vietnam War as a whole, we see that America lost 580 men and North Vietnam lost over 3 million people.",69862,79250,NEGATIVE,0.820480227
And a close examination also reveals that America actually won nearly every major battle it fought.,79762,87287,POSITIVE,0.646508992
"So it raises a very interesting question how do you win all the battles, decimate your enemy and lose the war?",87787,95450,NEUTRAL,0.646917045
It raises new questions about how we understand the concept of winning and losing.,96187,102212,NEUTRAL,0.683138251
"James Carson, a theologian from NYU wrote a little book called Finite and Infinite Games in which he talks about games and how we play them.",103012,112625,NEUTRAL,0.82821089
"Basically, if you have at least two competitors, you have a game.",112987,116617,NEUTRAL,0.739650488
And there are two types of games.,116740,118632,NEUTRAL,0.709098816
There are finite games and there are infinite games.,118722,122087,NEUTRAL,0.663425505
"Finite games are defined as known players, fixed rules and an agreed upon objective.",122587,129372,NEUTRAL,0.851372838
Like football.,129492,130587,NEUTRAL,0.682169437
We all agree with the rules.,130737,132027,NEUTRAL,0.740393102
"Are we all agree whoever has more points at the end of the game is the winner, the game concludes and we all go home.",132057,138125,NEUTRAL,0.689015925
Then you have an infinite game.,138937,140752,POSITIVE,0.549832404
An infinite game is defined as known and unknown players.,140920,144962,NEUTRAL,0.801439404
"The rules are changeable and the objective is to perpetuate the game, to keep the game in play.",145312,151100,NEUTRAL,0.796819508
"When you put a finite player versus a finite player, the system is stable.",151837,156447,NEUTRAL,0.655496836
Football is stable.,156567,157937,NEUTRAL,0.620435297
"When you put an infinite player versus an infinite player, the system is also stable.",158587,163947,POSITIVE,0.580491006
The Cold War was stable because we cannot have a winner or a loser.,164067,169122,NEUTRAL,0.578575313
And so we both keep playing until one of the players runs out of the will or the resources to keep playing and then they drop out of the game.,169242,177350,NEGATIVE,0.701367557
"Problems arise, however, when you pit a finite player versus an infinite player because a finite player is playing to win and an infinite player is playing to keep playing.",178387,188832,NEUTRAL,0.521237612
And they make very different strategic choices.,188922,191622,NEUTRAL,0.763440251
And invariably what happens is the finite player finds themselves in quagmire.,191742,196782,NEGATIVE,0.807707846
They find themselves frustrated and running through the will and resources required for them to stay in the game.,196872,202850,NEGATIVE,0.778876603
And this is what happened to american Vietnam.,203437,206682,NEGATIVE,0.757004142
"America was fighting to win, and the Norwegian Vietnamese were fighting for their lives.",206847,211942,NEUTRAL,0.541586399
A very different set of strategic choices were made.,212140,214597,NEUTRAL,0.837405205
And it's not so much that America lost.,214630,217152,NEGATIVE,0.610731542
It's that they ran out of the will or the resources to continue to stay in the game.,217257,221272,NEGATIVE,0.561068594
And so they dropped out.,221305,222650,NEGATIVE,0.689081013
So this gets me thinking.,223087,225050,NEUTRAL,0.799902976
There's no such thing as winning global politics.,225637,229187,NEGATIVE,0.626215577
"There's no such thing as winning governance, and there's definitely no such thing as winning business.",229687,237275,NEGATIVE,0.677002192
"But when we listen to the language of too many leaders, they don't know the game we're in.",237862,244717,NEGATIVE,0.643505335
They talk about being number one or being the best or beating their competition based on what?,244840,252172,NEUTRAL,0.722206354
Based on what metric?,252355,253722,NEUTRAL,0.827571094
Based on what time frame?,253842,255627,NEUTRAL,0.878912687
These are infinite games.,255807,257382,NEUTRAL,0.563565195
"And when we play with a finite mindset in an infinite game, there's a few very predictable things that happen.",257472,265025,NEGATIVE,0.56989032
"Trust declines, cooperation declines, innovation declines.",265462,270807,NEGATIVE,0.710275829
And eventually we run out of the will or the resources to play.,270897,274567,NEGATIVE,0.655932069
"And in business, we call this bankruptcy or merger and acquisition.",274690,278537,NEUTRAL,0.773435235
So I had a reallife experience that helped me see the difference between a finite player and an infinite player.,279337,286347,POSITIVE,0.675372005
I spoke at an education summit for Apple.,286542,289937,POSITIVE,0.757387817
I also spoke at an education summit for Microsoft.,290512,294512,POSITIVE,0.62899375
"At the Microsoft summit, I would say 70% to 80% of the executives spent the majority of their presentations talking about how to beat Apple.",295462,307637,POSITIVE,0.544866681
"At the Apple Summit, 100% of the executives spent 100% of their presentations talking about how to help teachers teach and how to help students learn.",308437,319175,POSITIVE,0.932563782
One was obsessed with where they were going.,319612,321517,NEUTRAL,0.553761244
One was obsessed with a vision.,321565,323262,NEUTRAL,0.533977985
The other one was obsessed with beating their competition.,323337,325827,NEUTRAL,0.489812672
Guess which one was in Quagmire.,326007,327792,NEUTRAL,0.819826186
Guess which one was wasting will and resources.,327852,331637,NEGATIVE,0.677232325
"So at the end of my talk at Microsoft, they gave me a gift.",332137,335997,POSITIVE,0.943652451
They gave me the new Zoon.,336192,338457,NEUTRAL,0.512913406
"When it was a thing, the Zune was Microsoft's response to the ipod.",338622,344162,NEUTRAL,0.797010243
And this little piece of technology was absolutely spectacular.,345037,349862,POSITIVE,0.959789693
It was brilliant.,350287,351342,POSITIVE,0.918954968
It was beautifully designed.,351402,352677,POSITIVE,0.935781598
"It was elegant, it worked flawlessly.",352707,354492,POSITIVE,0.942834496
The user interface was intuitive.,354552,356687,POSITIVE,0.722521424
"So at the end of my Apple talk, I'm sharing a taxi with a senior Apple executive employee, number 54 to be specific.",357337,364700,POSITIVE,0.735324085
And I couldn't help myself.,365662,367207,NEUTRAL,0.53295058
I had to stir the pot.,367360,368932,NEUTRAL,0.701280236
"And I turned to him and I said, you know, Microsoft gave me their new Zune.",369085,374612,POSITIVE,0.570778251
It is so much better than your ipod Touch.,375037,379250,POSITIVE,0.925677478
"To which he responded, I have no doubt.",379837,383162,NEUTRAL,0.807304621
And the conversation was over.,384187,385850,NEUTRAL,0.563957036
Because the infinite player understands.,387337,390362,NEUTRAL,0.515903473
"Sometimes you have the better product, and sometimes they have the better product.",390712,394507,POSITIVE,0.591123939
"And sometimes you're ahead, and sometimes you're behind.",394660,397777,NEUTRAL,0.695986748
And the goal is not to win.,397945,399637,NEGATIVE,0.500302613
The goal is to outlast.,399775,401687,NEUTRAL,0.732673824
And the only true competitor in the infinite game is ourselves.,402112,407687,NEUTRAL,0.64860177
"The goal is to make our systems better this year than they were last year, to make our governance better this year than it was last year, to make our culture stronger this year than it was last year, to make the quality of our relationships and the level of trust better than it was last year.",408487,421882,POSITIVE,0.919200182
That's the goal of the infinite player to outdo themselves.,421960,425375,NEUTRAL,0.655579805
So this all raises a very interesting question.,426337,428975,POSITIVE,0.787193835
"If too many leaders are leading with a finite mindset, and the reality is, so many of these games that we're actually playing in our infinite games, that means we have to learn how to change the way we lead to lead for the game we're actually in.",429337,444875,NEUTRAL,0.493012637
So I boiled it down to five things of how to lead in the infinite game.,448162,452600,NEUTRAL,0.84726429
We need to have a just cause.,453487,455375,NEUTRAL,0.77078408
We need to have trusting teams.,456037,458612,NEUTRAL,0.671993494
We need to have a worthy rival.,458962,462137,NEUTRAL,0.703332961
We need to have a capacity for existential flexibility.,462562,466487,NEUTRAL,0.738080263
And we need to have the courage to lead just cause.,466837,471725,NEUTRAL,0.607236803
A just cause is a cause.,472987,474607,NEUTRAL,0.748167276
So just we would be willing to sacrifice our interests in order to advance that cause.,474685,482150,NEUTRAL,0.59455806
That could mean taking a job for less money.,482737,486412,NEUTRAL,0.583014429
Because I believe in what we're doing here.,486475,489082,POSITIVE,0.852299631
It happens very often that we're doing something we believe in and someone wants to bring us to their company.,489235,494767,POSITIVE,0.64095962
"And they think that simply by sharing us with money, we'll leave.",494815,498247,NEGATIVE,0.53682667
"But when we believe desperately in the work that we're doing, we easily turn down the better salary.",498430,505032,NEGATIVE,0.530288935
That's a sacrifice in order to be a part of something we believe in.,505122,508507,NEUTRAL,0.693979204
"Maybe working late hours or frequent business trips, being away from our families.",508660,513957,NEUTRAL,0.551335275
We don't like these things.,514122,516337,NEGATIVE,0.938839078
"But for some reason, it feels worth it.",516475,520162,POSITIVE,0.839314044
It feels worth the sacrifice to be a part of something larger than ourselves.,520300,524067,POSITIVE,0.760673761
And every leader with the capacity to lead for the infinite game offers their people a sense of just cause.,524202,532025,POSITIVE,0.647677004
Steve Jobs famously believed that the individual should stand up to Big Brother.,532912,537962,NEUTRAL,0.565813899
It wasn't about computers per se.,538387,540577,NEUTRAL,0.696244478
It wasn't about design.,540670,542077,NEUTRAL,0.703236401
But he saw the computer as the perfect tool to empower individuals to stand up to the status quo.,542245,548802,POSITIVE,0.551018238
He imagined a world in which one day one person with a computer could compete against a corporation.,548907,556122,NEUTRAL,0.725769281
"Well, that's the world we live in today.",556317,558322,NEGATIVE,0.699944437
This is what his just cause was.,558505,560587,NEUTRAL,0.738113284
And all the people who believed in that kind of individual power were drawn to Apple.,560650,566277,NEUTRAL,0.679055452
They wanted to work there and they wanted to buy from Apple.,566307,568887,POSITIVE,0.499491245
It's not an accident that creative people and young people were so drawn to the brand.,569037,573627,POSITIVE,0.797012091
"They like the idea of standing up to Big Brother, to standing up to the status quo.",573732,578462,NEUTRAL,0.71017462
"We must give our people a sense of just cause, a cause so just they would be willing to sacrifice in order to advance.",579112,586752,NEUTRAL,0.592879117
"That infinite ideal, a vision of the world that does not yet exist.",586857,592337,NEUTRAL,0.629494667
"Number two, we have to have trusting teams.",593287,598337,NEUTRAL,0.712049723
"I was on a business trip in Las vegas, and they put me up at the Four Seasons.",599062,606327,NEUTRAL,0.767955482
Beautiful hotel.,606432,607857,POSITIVE,0.96528393
And one of the reasons it's a beautiful hotel is not simply because of the fancy bed.,608022,612742,POSITIVE,0.899440944
Any hotel can buy a fancy bed.,612790,614707,POSITIVE,0.602117836
"It's because of the people who work there that when they say hello to you, you get the distinct sense that they wanted to say hello, not that they were told to say hello.",614785,623182,NEUTRAL,0.643801153
We're highly attuned social animals.,623335,625077,NEUTRAL,0.797701538
We can tell a difference.,625107,626225,NEUTRAL,0.750758588
They happened to have a coffee bar in the lobby.,626662,630522,NEUTRAL,0.712951779
"And so one afternoon, I went to buy myself a cup of coffee.",630717,633972,NEUTRAL,0.766055524
And the barista working that day was a young man named Noah.,634092,637712,NEUTRAL,0.867090225
Noah was funny.,638062,639267,POSITIVE,0.745380163
He was engaging.,639327,640482,POSITIVE,0.752514839
I enjoyed buying a cup of coffee from him.,640572,642772,POSITIVE,0.964853823
I stood there for far too long buying a cup of coffee just because I enjoyed talking to Noah.,642805,648312,NEUTRAL,0.485972017
"So, as is my nature, I ask Noah, do you like your job?",648462,653722,NEUTRAL,0.864415586
"And without skipping a beat, Noah says to me, I love my job.",653905,657800,POSITIVE,0.94094044
"Now, in my line of business, that's significant.",658162,661542,POSITIVE,0.895883322
Like is rational.,661677,663177,NEUTRAL,0.586357951
I like the people.,663207,663892,POSITIVE,0.785734296
I like the challenge.,663940,664752,POSITIVE,0.890951335
I get paid well.,664782,665497,POSITIVE,0.577442944
I like my job.,665530,666667,POSITIVE,0.932228327
Love is emotional.,666790,668922,NEUTRAL,0.542674065
It demonstrates an emotional connection to whatever we're doing.,669042,672022,POSITIVE,0.601920664
Do you love your wife?,672130,673317,NEUTRAL,0.785769224
I like her a lot.,673377,674750,POSITIVE,0.958018661
"It's a different standard, right?",675712,678500,NEUTRAL,0.790097833
"Notice that I love my job, so immediately I'm interested.",679087,683000,POSITIVE,0.969718575
So I follow up.,683737,685147,NEUTRAL,0.838728845
"I said to Noah, tell me specifically what the Four Seasons is doing that you would say to me, you love your job.",685255,693412,NEUTRAL,0.640042067
"And again, without skipping a beat, noah said that throughout the day, managers will walk past him and ask him how he's doing.",693550,700942,NEUTRAL,0.846685529
Ask him if there's anything that he needs to do his job better.,700990,704647,NEUTRAL,0.624379754
"Not just his manager, any manager.",704830,707987,NEUTRAL,0.684893668
"And then he said, I also work for a different hotel.",708637,712787,NEUTRAL,0.86315763
And there the managers walk past me and catch me if I'm doing something wrong.,713512,718850,NEGATIVE,0.564170718
There.,719212,719572,NEUTRAL,0.55097121
They're always overbearing and trying to make sure that I make my numbers.,719605,722932,NEGATIVE,0.818171561
"He says, there, I just like to get through the day, keep my head below the radar, and just collect my paycheck.",723010,729627,NEUTRAL,0.639580905
"He said, only at the Four Seasons do I feel I can be myself.",729807,735650,NEUTRAL,0.673344851
This is the exact same human being.,737137,739777,NEUTRAL,0.525171936
And yet the level of performance will be completely different.,739945,744412,NEUTRAL,0.595595717
"Not because of him, but because of the leadership environment in which he's working.",744550,749227,NEUTRAL,0.62582761
"I get this question all the time, Simon.",749395,751767,NEUTRAL,0.712891936
How do we get the most out of our people?,751827,754102,NEUTRAL,0.734479904
They're not a towel that we ring them to see how much we can get out of them.,754270,758932,NEUTRAL,0.682380378
The question is flawed.,759085,760962,NEGATIVE,0.60651648
"The correct question is, what environment do I have to create?",761112,764467,NEUTRAL,0.709230781
What do I have to do to help my people work at their natural best?,764515,769102,NEUTRAL,0.758832932
That's called leadership.,769270,771102,NEUTRAL,0.548903167
And when we can create a trusting team.,771282,774097,POSITIVE,0.532796741
Teams in which people feel trusted and trusting.,774280,777297,POSITIVE,0.623782396
What will happen is it makes them feel safe enough to raise their hand and say.,777492,782047,NEUTRAL,0.73817867
I made a mistake.,782080,783287,NEGATIVE,0.834644198
Or I'm having trouble at home and it's affecting my work.,784087,787775,NEGATIVE,0.835876167
Or You've promoted me to a position that I don't know what I'm doing and I need more training.,788137,792575,NEGATIVE,0.851286173
Or I need help.,793162,794962,NEUTRAL,0.492172867
Or I'm scared.,795025,796412,NEGATIVE,0.580317914
"If we do not have trusting teams, what we have is a group of people who show up to work every single day, lying, hiding, and baking.",797287,805572,NEGATIVE,0.920699954
They hide all of the mistakes for fear of getting in trouble.,805692,808712,NEGATIVE,0.756218255
They won't admit that they don't know what they're doing for fear that they'll be humiliated.,809437,814412,NEGATIVE,0.863975286
They're certainly not going to say that they're scared or that they need help for fear that it will somehow reduce their value inside the organization.,815137,823092,NEGATIVE,0.681572676
And eventually things will compound and break.,823227,826912,NEGATIVE,0.712472141
We've seen what happens.,827050,828487,NEUTRAL,0.664714813
"I know you've seen the news a few years ago when United Airlines dragged one of their customers off the plane with a broken nose, broken teeth, and a concussion.",828625,837812,NEGATIVE,0.944092691
I feel sorry for every person who works on that plane.,840412,843867,NEGATIVE,0.95859158
I feel sorry for the crew because every single one of them knew that that was the wrong thing to do.,843927,850027,NEGATIVE,0.95115006
And yet none of them intervened because they feared getting in trouble or breaking the rules more than doing the right thing.,850120,860600,NEGATIVE,0.71644479
This was not an anomaly.,861262,863247,NEUTRAL,0.696995914
This did not happen overnight.,863367,865152,NEUTRAL,0.626833141
It was not that crew.,865257,867072,NEUTRAL,0.619880915
It was the culture in which that crew works.,867192,869662,NEUTRAL,0.823841512
I had an experience many years before that started to show the evidence.,869800,875237,NEUTRAL,0.849860787
"I was waiting to board a United Airlines plane on a business trip, and I witnessed a scene play out in front of me where one of the passengers attempted to board the plane before their group number was called, which, as we all know, is a serious crime.",875737,890987,NEGATIVE,0.815592349
And that's exactly how the gate agent treated him.,892312,894892,NEGATIVE,0.594209671
"Step aside, sir.",895015,895942,NEUTRAL,0.596659839
I haven't called your group yet.,895990,897337,NEUTRAL,0.73102212
"Please step aside and wait till I call your group, is how she talked to a paying customer.",897400,902000,NEGATIVE,0.511752486
So I spoke up.,902437,904042,NEUTRAL,0.728469551
"I said, Why do you have to talk to us that way?",904240,906232,NEGATIVE,0.699880004
Why can't she talk to us like we're human beings?,906310,908592,NEGATIVE,0.645925105
"And she looked me in the eye and said, sir, if I don't follow the rules, I could get in trouble or lose my job.",908727,915350,NEGATIVE,0.802093625
All she revealed to me is that she was more concerned about herself than she was about her customer.,915712,921125,NEGATIVE,0.599874616
Is that her leaders don't trust her to do the job for which she's been trained to do.,921487,926392,NEGATIVE,0.74594152
She has no agency or control over the job that she does.,926515,930337,NEGATIVE,0.768041253
And guess who suffers?,930475,932247,NEGATIVE,0.836279213
Customer and company.,932442,934400,NEUTRAL,0.612832665
The reason we like flying Virgin Atlantic or Southwest Airlines or Emirates or any of these other airlines is not because they have some magical formula to hire the best people.,934837,944377,POSITIVE,0.462292075
"It's but the people who work there feel like they have agency, that they have the power to do their job the way they've been trained to do it and make the right decisions.",944545,954702,NEUTRAL,0.663013101
And guess who benefits?,954882,956225,NEUTRAL,0.541674554
Customer and company.,956662,958700,NEUTRAL,0.612832665
"To keep playing in the infinite game, we have to have an environment in which people feel trusted and trusting.",959437,964932,POSITIVE,0.637638986
"They feel that we trust them, and they trust us back.",965097,968287,NEUTRAL,0.534378886
That is the responsibility of leaders.,968425,970637,NEUTRAL,0.750624001
Leadership is not about being in charge.,971812,974037,NEUTRAL,0.589075327
"It's about taking care of those in our charge and creating a place in which they can work at their natural best, and they will offer us their best ideas.",974112,981642,POSITIVE,0.854294479
They will take risks.,981702,982707,NEUTRAL,0.771035194
They will solve problems.,982797,984382,POSITIVE,0.504977584
They will work together.,984460,985192,POSITIVE,0.649724841
It's a magical thing.,985240,986675,POSITIVE,0.752133846
"Number three, you have to have a worthy rival.",987262,991187,NEUTRAL,0.72836709
There's somebody else who does what I do.,991687,994687,NEUTRAL,0.715272605
"He writes books, he gives talks.",994750,996402,NEUTRAL,0.828530371
His work is extremely well respected.,996507,998442,POSITIVE,0.933596373
I am a big fan of his work.,998502,1000537,POSITIVE,0.97600764
I also happen to hate him.,1000600,1002500,NEGATIVE,0.937910616
It's nothing personal.,1003387,1004437,NEUTRAL,0.773052394
He never did anything bad to me.,1004500,1006475,NEUTRAL,0.719957352
It's just how I feel.,1006987,1008847,NEUTRAL,0.799493432
I hate him.,1009030,1010225,NEGATIVE,0.969314456
"And I will check my book rankings on the internet, and then I'll immediately check his book sales.",1010962,1018357,NEUTRAL,0.833681464
"And if mine are ahead, I feel smug.",1018510,1021637,POSITIVE,0.862787068
"And if his are ahead, I feel angry.",1022362,1025312,NEGATIVE,0.810622692
"So one day, we were invited to speak on the same stage together.",1026112,1029157,POSITIVE,0.748944163
And I don't mean him in the morning and me in the afternoon.,1029235,1032057,NEUTRAL,0.671207011
I mean actually together.,1032147,1033852,NEUTRAL,0.810915649
"We would be interviewed on the stage together, and the interviewer thought it would be fun if we introduce each other.",1034020,1042250,POSITIVE,0.919002116
"So I went first, and I looked at him and I said, you make me very insecure.",1045262,1053012,NEGATIVE,0.799497902
All of your strengths are all of my weaknesses.,1054337,1058047,NEUTRAL,0.677684546
"And when your name comes up, it makes me uncomfortable.",1058242,1061712,NEGATIVE,0.933457673
"And he turns to me and he said, funny, I feel the same about you.",1062362,1067400,POSITIVE,0.579417467
The reason I hated him was nothing personal.,1068662,1070957,NEGATIVE,0.810685277
It's because he reminded me of my weaknesses.,1071110,1074397,NEGATIVE,0.727125466
And it was easier for me to take that energy and put it against him and be competitive than it was to take a hard look at myself and see where I can improve.,1074517,1083837,NEUTRAL,0.582319617
And that is the value of a worthy rival.,1084937,1087147,NEUTRAL,0.64317143
"By the way, we're best of friends now.",1087192,1088552,POSITIVE,0.936566174
I stayed as house.,1088570,1089347,NEUTRAL,0.792253017
I think he's great.,1089380,1090425,POSITIVE,0.962065637
"It was a cathartic experience, but that is the value of arrival.",1091837,1096312,POSITIVE,0.614687502
"Our rivals are the people who are as good or better than us at our own work, and their mere existence reveals to us our weaknesses.",1096462,1106587,NEGATIVE,0.56463325
And the goal is not to try and beat them.,1106737,1109477,NEUTRAL,0.593834877
The goal is to take a hard look at ourselves and see where we can improve.,1109645,1113877,POSITIVE,0.547306061
"Competition is about winning, but rivalry is about advancing.",1114057,1118077,NEUTRAL,0.675924361
"If we have a competitive attitude, then all we want to do is win the game.",1118257,1122872,POSITIVE,0.779137075
"Which means it's like two runners, and one will trip the other one in order to win.",1122905,1128375,NEUTRAL,0.849184513
"Yes, they will win the race, but they're still a slow runner.",1128737,1131712,NEUTRAL,0.550684392
It's better to lose the race today and become stronger and stronger and stronger and stronger and wish them the best of luck.,1131862,1139257,POSITIVE,0.897556245
And your rivalries can change depending on how well you do.,1139422,1142102,NEUTRAL,0.789485514
"In the early days, IBM was Microsoft's worthy, was Apple's worthy rival.",1142120,1148527,POSITIVE,0.753113866
"Rather apple were the pirates, and IBM represented the navy.",1148557,1152547,NEUTRAL,0.671763003
And then IBM fell out of the game.,1152667,1154567,NEGATIVE,0.545774817
And then it was Microsoft that represented the Navy.,1154690,1157092,NEUTRAL,0.757355094
"I'm a Mac, I'm a PC, and then Microsoft fell out of the game.",1157152,1161167,NEGATIVE,0.617824912
And now it's Google and Facebook that represent the thing that they stand apart from that helps us understand our own identity.,1161215,1169632,POSITIVE,0.658065975
Who are your worthy rivals?,1169797,1171072,NEUTRAL,0.724757075
"They can be individuals, they can be organizations, they can be nation states, people we admire and push us to be better versions of ourselves.",1171117,1178562,POSITIVE,0.760703444
Next you have to have the capacity for existential flexibility.,1179587,1183887,NEUTRAL,0.809423506
What does that mean?,1184312,1185750,NEUTRAL,0.773121297
So Apple had already come up the success of the Apple One and the Apple II.,1188287,1193977,POSITIVE,0.946932852
It's already a huge company.,1194157,1195472,POSITIVE,0.781744957
It's already very famous and successful and they're working on their next big project.,1195505,1200287,POSITIVE,0.97698319
"And then coincidentally at that time, around 1981, steve Jobs and some of his senior executives went on a tour of Xerox Park.",1200425,1208902,NEUTRAL,0.733424544
And there Xerox showed them an innovation that they had come up with called the Graphic user interface.,1209082,1216552,NEUTRAL,0.518067479
"And it would allow us to use a mouse to control the cursor on the screen, to click on folders and move them around to use the computer.",1216732,1226175,NEUTRAL,0.822065532
"Prior to that you had to use, you had to know a computer language like Dos.",1226762,1230987,NEUTRAL,0.750466228
"And remember Steve Jobs'vision, remember his just cause, which is to empower the individual to stand up to the status quo.",1231712,1238527,POSITIVE,0.491472781
"And when he saw this amazing innovation called the Graphic User Interface, he immediately saw that this was a way more powerful way to get more people to use a computer because it was so much simpler and easier to use.",1238707,1252517,POSITIVE,0.977957785
"So as they're leaving Xerox, he says to his people, we have to invest in this.",1252640,1258067,NEUTRAL,0.818952858
And his people say we can't.,1258265,1261147,NEGATIVE,0.495901018
"One of the voices of reason said, Steve, we can't.",1261342,1263877,NEUTRAL,0.620792687
We've already invested countless man hours and millions of dollars in an entirely different strategic direction.,1263982,1271122,NEUTRAL,0.608177602
"If we reinvest in the graphic user interface, we will blow up our own company.",1271242,1277250,POSITIVE,0.699586689
"To which Jobs actually said, better we should blow it up than someone else.",1277612,1282950,NEUTRAL,0.463804722
"That decision was the Macintosh, a computer platform so profound that the entire software of Windows is designed to work like a Macintosh.",1283687,1293307,POSITIVE,0.708949625
It literally changed the world.,1293322,1295537,POSITIVE,0.836677134
And the reason we all have a computer at home and at work is because they're so easy to use.,1295600,1301175,POSITIVE,0.830567181
That's existential flexibility.,1301687,1304137,NEUTRAL,0.773010075
It's the ability to make a profoundly different strategic shift because we find a better way to advance our cause.,1304212,1313957,POSITIVE,0.751026928
"And even if we have invested in one direction, this is better.",1314110,1318097,POSITIVE,0.809902489
And for the person who makes the existential flex to the outside world it will look like you're crazy.,1318280,1324667,NEGATIVE,0.644670784
Why would you abandon something that's working?,1324865,1327067,NEGATIVE,0.47816503
"But to the person who makes the existential flex because they're so driven by cause, they perceive the risk of staying in the path that they're on, that it is a much smaller risk.",1327190,1338547,NEUTRAL,0.679867148
It's the obvious thing that they have to do to adjust.,1338592,1340902,NEUTRAL,0.7204445
Kodak did the opposite.,1341007,1342812,NEUTRAL,0.547148943
"George Eastman, the founder of Kodak, had a just cause about democratizing photography.",1344287,1348492,NEUTRAL,0.739119291
And everything the company did was about making photography simpler and simpler and simpler.,1348552,1352542,POSITIVE,0.684001267
"And in 1975, the company invented the digital camera, and they suppressed the technology for fear that it would cannibalize film sales.",1352602,1361625,NEGATIVE,0.501011848
They knew that they had about ten years before someone else would figure it out.,1362362,1365422,NEUTRAL,0.596050024
"And over the course of those ten years, they did nothing.",1365455,1369200,NEGATIVE,0.73210597
"And sure enough, more companies started to introduce digital technology.",1370087,1374272,POSITIVE,0.666883528
"In fact, Kodak made billions of dollars from the royalties they got from their patents for the digital technology.",1374455,1382432,NEUTRAL,0.598359823
"And when those patents ran out, they went bankrupt.",1382510,1386172,NEGATIVE,0.717384934
"Because if you're not willing to blow up your own company, the market will blow it up for you.",1386367,1389902,NEGATIVE,0.788557112
Existential flexibility is the capacity to make a significant strategic shift because you find a better way to advance your cause.,1389995,1397447,POSITIVE,0.691093206
"And only infinite players have that capacity, which means everybody else runs out of time and money.",1397555,1402575,NEGATIVE,0.558232307
"Finally, you have to have the courage to lead.",1403237,1406025,POSITIVE,0.502760947
Everything that I've told you today is unbelievably difficult to be caused.,1406462,1412152,NEGATIVE,0.804722369
"Driven in a world where all of the pressures on us are short term, is incredibly difficult.",1412182,1417487,NEGATIVE,0.809463441
"For those of you who work in government, you're not as used to being short term oriented.",1417625,1423477,NEGATIVE,0.690793753
"It's more longterm oriented, and it is about serving the greater good.",1423507,1426232,POSITIVE,0.8298136
"But for business, all the pressures from Wall Street, all the incentive structures are all about nearterm, nearterm, nearterm.",1426310,1433092,NEUTRAL,0.741889119
"And I would contend that one of the reasons government and business sometimes struggle to actually work well together is because one is thinking extremely long term and thinking about the greater good, and the other is thinking extremely short term and thinking what's good for me?",1433152,1446750,NEGATIVE,0.562251329
And the problem is that those are different attitudes of working together.,1447187,1450772,NEGATIVE,0.658118248
"And in my experience, government keeps looking to business to learn how to do things.",1450880,1455737,NEUTRAL,0.542024732
And I would challenge businesses to start looking at government to learn how to do things.,1455800,1460117,NEUTRAL,0.791643858
That may be a longterm mindset in thinking about how we devote our lives to a life of service which can still be extremely profitable.,1460315,1468192,POSITIVE,0.768882096
The most infinite organizations are some of the most profitable.,1468327,1472167,POSITIVE,0.857456625
"Apple, Southwest Airlines, Patagonia, Virgin these are incredibly infinite thinkers, and they're some of the most profitable companies in their industries because of their cause, because of their teams, because of their ability to innovate.",1472227,1485622,POSITIVE,0.974750817
This takes tremendous courage to lead in a way in which the vast majority of people are leading in a different way.,1485817,1492607,POSITIVE,0.572706103
"It's about challenging conventional mindsets, about leadership, which all raises the final question what does it mean to live an infinite life?",1492685,1502625,NEUTRAL,0.683207154
"Clearly, our lives are finite.",1503287,1505842,NEGATIVE,0.755414009
"We're born, we die.",1505902,1507252,NEUTRAL,0.59852767
But life is infinite.,1507357,1509987,POSITIVE,0.699717522
"We come, we go.",1510637,1511807,NEUTRAL,0.71604538
"And the game continues with us, without us.",1511885,1514687,NEUTRAL,0.772490561
"Which means every single one of us has the choice of how we choose to live our lives, how we choose to lead our organizations.",1514825,1521337,NEUTRAL,0.810120106
"We can lead with a finite mindset, try and make more money than our friends, try and get ahead faster than everybody else, try and achieve more power than anybody else.",1521412,1529747,POSITIVE,0.603767395
"And when we die, we take none of it with us.",1529780,1532400,NEGATIVE,0.587424576
But the choice to live an infinite life means we choose to build an organization that will be better off because we work there.,1533287,1540457,POSITIVE,0.811632931
We will leave it in better shape than we found it.,1540535,1543157,POSITIVE,0.824822247
"It means to be the kind of friend and leader to others, that they will be better because we were in their lives.",1543310,1550132,POSITIVE,0.862423241
It means we will literally live on beyond ourselves.,1550285,1553337,NEUTRAL,0.638273299
